"genus_name","family_name","order_name","class_name","phylum_name","kingdom_name"
"Heteropneustes","Heteropneustidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Heteropriacanthus","Priacanthidae","Priacanthiformes","Actinopteri","Chordata","Metazoa"
"Heteroscarus","Odacidae","Labriformes","Actinopteri","Chordata","Metazoa"
"Heterospingus","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Heterostichus","Clinidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Heterotilapia","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Heterotis","Osteoglossidae","Osteoglossiformes","Actinopteri","Chordata","Metazoa"
"Heteroxenicus","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Heteroxolmis","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Hexagrammos","Hexagrammidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hexanchus","Hexanchidae","Hexanchiformes","Chondrichthyes","Chordata","Metazoa"
"Hexanematichthys","Ariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hexaprotodon","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hexatrygon","Hexatrygonidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Heyerus","Craugastoridae","Anura","Amphibia","Chordata","Metazoa"
"Hieraaetus","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Hierococcyx","Cuculidae","Cuculiformes","Aves","Chordata","Metazoa"
"Hierophis","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hildebrandtia","Ptychadenidae","Anura","Amphibia","Chordata","Metazoa"
"Hilsa","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Himantolophus","Himantolophidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Himantopus","Recurvirostridae","Charadriiformes","Aves","Chordata","Metazoa"
"Himantornis","Rallidae","Gruiformes","Aves","Chordata","Metazoa"
"Himantura","Dasyatidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Himatione","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Hime","Aulopidae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Hiodon","Hiodontidae","Hiodontiformes","Actinopteri","Chordata","Metazoa"
"Hippichthys","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Hippidion","Equidae","Perissodactyla","Mammalia","Chordata","Metazoa"
"Hippocamelus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hippocampus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Hippoglossina","Paralichthyidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Hippoglossoides","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Hippoglossoides (Lyopsetta)","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Hippoglossus","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Hippolais","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Hippopotamus","Hippopotamidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hippopotamyrus","Mormyridae","Osteoglossiformes","Actinopteri","Chordata","Metazoa"
"Hipposcarus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Hipposideros","Hipposideridae","Chiroptera","Mammalia","Chordata","Metazoa"
"Hippotragus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hirtella","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hirundapus","Apodidae","Apodiformes","Aves","Chordata","Metazoa"
"Hirundichthys","Exocoetidae","Beloniformes","Actinopteri","Chordata","Metazoa"
"Hirundinea","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Hirundo","Hirundinidae","Passeriformes","Aves","Chordata","Metazoa"
"Hisonotus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Histiobranchus","Synaphobranchidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Histiodraco","Artedidraconidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Histiogamphelus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Histiophryne","Antennariidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Histiopterus","Pentacerotidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Histiotus","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Histrio","Antennariidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Histrionicus","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Histurgops","Ploceidae","Passeriformes","Aves","Chordata","Metazoa"
"Hodgsonius","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Hodomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Holacanthus","Pomacanthidae",,"Actinopteri","Chordata","Metazoa"
"Holanthias","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Holaspis","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Holbrookia","Phrynosomatidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Holcomycteronus","Ophidiidae","Ophidiiformes","Actinopteri","Chordata","Metazoa"
"Holcosus","Teiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hollandichthys","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hollardia","Triacanthodidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Holoaden","Craugastoridae","Anura","Amphibia","Chordata","Metazoa"
"Holocentrus","Holocentridae","Holocentriformes","Actinopteri","Chordata","Metazoa"
"Holochilus","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Holodactylus","Diplodactylidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hologerrhum","Cyclocoridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hologymnosus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Holohalaelurus","Scyliorhinidae","Carcharhiniformes","Chondrichthyes","Chordata","Metazoa"
"Holtbyrnia","Platytroctidae","Alepocephaliformes","Actinopteri","Chordata","Metazoa"
"Homalopsis","Homalopsidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Homaloptera","Balitoridae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Homalopteroides","Balitoridae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Homalopterula","Balitoridae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Homalosoma","Gastromyzontidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Homatula","Nemacheilidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Homo","Hominidae","Primates","Mammalia","Chordata","Metazoa"
"Homodiaetus","Trichomycteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Homonota","Phyllodactylidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Homopholis","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Homopus","Testudinidae","Testudines",,"Chordata","Metazoa"
"Homoroselaps","Lamprophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Homostolus","Ophidiidae","Ophidiiformes","Actinopteri","Chordata","Metazoa"
"Homotherium","Felidae","Carnivora","Mammalia","Chordata","Metazoa"
"Hongeo","Rajidae","Rajiformes","Chondrichthyes","Chordata","Metazoa"
"Hongshuia","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Hoolock","Hylobatidae","Primates","Mammalia","Chordata","Metazoa"
"Hoplarchus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Hoplerythrinus","Erythrinidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hopliancistrus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hoplias","Erythrinidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hoplichthys","Hoplichthyidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hoplobatrachus","Dicroglossidae","Anura","Amphibia","Chordata","Metazoa"
"Hoplobrotula","Ophidiidae","Ophidiiformes","Actinopteri","Chordata","Metazoa"
"Hoplocephalus","Elapidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hoplocercus","Iguanidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hoplocharax","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hoplodactylus","Diplodactylidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hoplodoras","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hoplolatilus","Malacanthidae",,"Actinopteri","Chordata","Metazoa"
"Hoplomys","Echimyidae","Rodentia","Mammalia","Chordata","Metazoa"
"Hoplomyzon","Aspredinidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hoplopagrus","Lutjanidae","Lutjaniformes","Actinopteri","Chordata","Metazoa"
"Hoplophryne","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Hoplopterus","Charadriidae","Charadriiformes","Aves","Chordata","Metazoa"
"Hoplosebastes","Scorpaenidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hoplosternum","Callichthyidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hoplostethus","Trachichthyidae","Trachichthyiformes","Actinopteri","Chordata","Metazoa"
"Hoplunnis","Nettastomatidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Horabagrus","Bagridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Horadandia","Danionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Horaglanis","Clariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Horizorhinus","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Hormonotus","Lamprophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Horornis","Scotocercidae","Passeriformes","Aves","Chordata","Metazoa"
"Howella","Howellidae","Pempheriformes","Actinopteri","Chordata","Metazoa"
"Hozukius","Sebastidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hsunycteris","Phyllostomidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Hubbsina","Goodeidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Hucho","Salmonidae","Salmoniformes","Actinopteri","Chordata","Metazoa"
"Huetia","Chrysochloridae",,"Mammalia","Chordata","Metazoa"
"Huia","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Humblotia","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Humerana","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Huso","Acipenseridae","Acipenseriformes","Actinopteri","Chordata","Metazoa"
"Hyaena","Hyaenidae","Carnivora","Mammalia","Chordata","Metazoa"
"Hyalinobatrachium","Centrolenidae","Anura","Amphibia","Chordata","Metazoa"
"Hyalobagrus","Bagridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hyalosaurus","Anguidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hybognathus","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Hybomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hybopsis","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Hydrablabes","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydraethiops","Colubridae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydrelaps","Hydrophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydrictis","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa"
"Hydrobates",,"Procellariiformes","Aves","Chordata","Metazoa"
"Hydrochaerus","Hydrochaeridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hydrochoerus","Hydrochaeridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hydrochous","Apodidae","Apodiformes","Aves","Chordata","Metazoa"
"Hydrocoloeus","Laridae","Charadriiformes","Aves","Chordata","Metazoa"
"Hydrocynus","Alestidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hydrocyon","Alestidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hydrodamalis","Dugongidae","Sirenia","Mammalia","Chordata","Metazoa"
"Hydrodynastes","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydrolaetare","Leptodactylidae","Anura","Amphibia","Chordata","Metazoa"
"Hydrolagus","Chimaeridae","Chimaeriformes","Chondrichthyes","Chordata","Metazoa"
"Hydrolycus","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hydromantes","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"Hydromedusa","Chelidae","Testudines",,"Chordata","Metazoa"
"Hydromorphus","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydromys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hydrophasianus","Jacanidae","Charadriiformes","Aves","Chordata","Metazoa"
"Hydrophis","Hydrophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydrophylax","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Hydropotes","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hydroprogne","Laridae","Charadriiformes","Aves","Chordata","Metazoa"
"Hydrops","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydropsalis","Caprimulgidae","Caprimulgiformes","Aves","Chordata","Metazoa"
"Hydrornis","Pittidae","Passeriformes","Aves","Chordata","Metazoa"
"Hydrosaurus","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hydrurga","Phocidae","Carnivora","Mammalia","Chordata","Metazoa"
"Hyelaphus","Cervidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hyemoschus","Tragulidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hygophum","Myctophidae","Myctophiformes","Actinopteri","Chordata","Metazoa"
"Hyla","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Hylacola","Acanthizidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylactophryne","Eleutherodactylidae","Anura","Amphibia","Chordata","Metazoa"
"Hyladelphys","Didelphidae","Didelphimorphia","Mammalia","Chordata","Metazoa"
"Hylaeamys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Hylarana","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Hylexetastes","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylia","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Hyliota","Hyliotidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylobates","Hylobatidae","Primates","Mammalia","Chordata","Metazoa"
"Hylocharis","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Hylochoerus","Suidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hylocichla","Turdidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylocitrea","Corvidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylocryptus","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Hyloctistes","Furnariidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylodes","Hylodidae","Anura","Amphibia","Chordata","Metazoa"
"Hylomanes","Momotidae","Coraciiformes","Aves","Chordata","Metazoa"
"Hylomantis","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Hylomys","Erinaceidae","Eulipotyphla","Mammalia","Chordata","Metazoa"
"Hylomyscus","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hylonycteris","Phyllostomidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Hylonympha","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Hylopanchax","Procatopodidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Hylopetes","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hylopezus","Formicariidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylophilus","Vireonidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylophorbus","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Hylophylax","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylorchilus","Certhiidae","Passeriformes","Aves","Chordata","Metazoa"
"Hylorina","Alsodidae","Anura","Amphibia","Chordata","Metazoa"
"Hyloscirtus","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Hyloxalus","Dendrobatidae","Anura","Amphibia","Chordata","Metazoa"
"Hymenocephalus","Macrouridae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Hymenochirus","Pipidae","Anura","Amphibia","Chordata","Metazoa"
"Hymenogadus","Macrouridae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Hymenolaimus","Anatidae","Anseriformes","Aves","Chordata","Metazoa"
"Hymenops","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Hynobius","Hynobiidae","Caudata","Amphibia","Chordata","Metazoa"
"Hyomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hyophryne","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Hyorhinomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hyosciurus","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hypancistrus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hypanus","Dasyatidae","Myliobatiformes","Chondrichthyes","Chordata","Metazoa"
"Hypargos","Estrildidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypentelium","Catostomidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Hyperacrius","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Hypergerus","Cisticolidae","Passeriformes","Aves","Chordata","Metazoa"
"Hyperlophus","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Hyperoglyphe","Centrolophidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Hyperolius","Hyperoliidae","Anura","Amphibia","Chordata","Metazoa"
"Hyperoodon","Ziphiidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Hyperopisus","Mormyridae","Osteoglossiformes","Actinopteri","Chordata","Metazoa"
"Hyperoplus","Ammodytidae","Uranoscopiformes","Actinopteri","Chordata","Metazoa"
"Hyperprosopon","Embiotocidae",,"Actinopteri","Chordata","Metazoa"
"Hyphessobrycon","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hypleurochilus","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Hypnale","Viperidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hypnomys","Gliridae","Rodentia","Mammalia","Chordata","Metazoa"
"Hypnos","Hypnidae","Torpediniformes","Chondrichthyes","Chordata","Metazoa"
"Hypoatherina","Atherinidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Hypobrycon","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hypoclinemus","Achiridae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Hypocnemis","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypocnemoides","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypocolius","Hypocolidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypocryptadius","Zosteropidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypodactylus","Strabomantidae","Anura","Amphibia","Chordata","Metazoa"
"Hypodoras","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hypodytes","Tetrarogidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hypoedaleus","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypogaleus","Triakidae","Carcharhiniformes","Chondrichthyes","Chordata","Metazoa"
"Hypogeomys","Nesomyidae","Rodentia","Mammalia","Chordata","Metazoa"
"Hypogeophis","Indotyphlidae","Gymnophiona","Amphibia","Chordata","Metazoa"
"Hypogramma","Nectariniidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypomasticus","Anostomidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hypomesus","Osmeridae","Osmeriformes","Actinopteri","Chordata","Metazoa"
"Hypopachus","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Hypophthalmichthys","Xenocyprididae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Hypophthalmus","Pimelodidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hypoplectrodes","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hypoplectrus","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hypopomus","Hypopomidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Hypopterus","Centropomidae",,"Actinopteri","Chordata","Metazoa"
"Hypoptopoma","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hypoptychus","Hypoptychidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hypopygus","Rhamphichthyidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Hypopyrrhus","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Hyporhamphus","Hemiramphidae","Beloniformes","Actinopteri","Chordata","Metazoa"
"Hyporthodus","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hypositta","Vangidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypostomus","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Hypotaenidia","Rallidae","Gruiformes","Aves","Chordata","Metazoa"
"Hypothymis","Monarchidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypsagonus","Agonidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Hypselecara","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Hypseleotris","Eleotridae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Hypselobarbus","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Hypselognathus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Hypsibarbus","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Hypsiboas","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Hypsiglena","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hypsignathus","Pteropodidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Hypsilurus","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hypsipetes","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Hypsiprymnodon","Potoroidae","Diprotodontia","Mammalia","Chordata","Metazoa"
"Hypsirhynchus","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hypsiscopus","Homalopsidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Hypsoblennius","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Hypsolebias","Rivulidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Hypsopanchax","Procatopodidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Hypsophrys","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Hypsopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Hypsugo","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Hypsurus","Embiotocidae",,"Actinopteri","Chordata","Metazoa"
"Hypsypops","Pomacentridae",,"Actinopteri","Chordata","Metazoa"
"Hysterocarpus","Embiotocidae",,"Actinopteri","Chordata","Metazoa"
"Hysteronotus","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Hystrix","Hystricidae","Rodentia","Mammalia","Chordata","Metazoa"
"Ia","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Iago","Triakidae","Carcharhiniformes","Chondrichthyes","Chordata","Metazoa"
"Ialtris","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ianthocincla","Leiothrichidae","Passeriformes","Aves","Chordata","Metazoa"
"Iasis","Salpidae","Salpida","Thaliacea","Chordata","Metazoa"
"Iberochondrostoma","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Iberocypris","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Iberolacerta","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ibidorhyncha","Charadriidae","Charadriiformes","Aves","Chordata","Metazoa"
"Ibycter","Falconidae","Falconiformes","Aves","Chordata","Metazoa"
"Icelinus","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Icelus","Cottidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ichneumia","Herpestidae","Carnivora","Mammalia","Chordata","Metazoa"
"Ichnotropis","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ichthyaetus","Laridae","Charadriiformes","Aves","Chordata","Metazoa"
"Ichthyapus","Ophichthidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Ichthyborus","Citharinidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Ichthyocampus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Ichthyococcus","Phosichthyidae","Stomiiformes","Actinopteri","Chordata","Metazoa"
"Ichthyoelephas","Prochilodontidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Ichthyomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Ichthyomyzon","Petromyzontidae","Petromyzontiformes","Hyperoartia","Chordata","Metazoa"
"Ichthyophaga","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Ichthyophis","Ichthyophiidae","Gymnophiona","Amphibia","Chordata","Metazoa"
"Ichthyosaura","Salamandridae","Caudata","Amphibia","Chordata","Metazoa"
"Ichthyscopus","Uranoscopidae","Uranoscopiformes","Actinopteri","Chordata","Metazoa"
"Icichthys","Centrolophidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Iconisemion","Nothobranchiidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Icosteus","Icosteidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Ictailurus","Felidae","Carnivora","Mammalia","Chordata","Metazoa"
"Ictalurus","Ictaluridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Icteria","Parulidae","Passeriformes","Aves","Chordata","Metazoa"
"Icterus","Icteridae","Passeriformes","Aves","Chordata","Metazoa"
"Ictidomys","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Ictinaetus","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Ictinia","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Ictiobus","Catostomidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Ictonyx","Mustelidae","Carnivora","Mammalia","Chordata","Metazoa"
"Idiacanthus","Stomiidae","Stomiiformes","Actinopteri","Chordata","Metazoa"
"Idiastion","Scorpaenidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Idiocranium","Indotyphlidae","Gymnophiona","Amphibia","Chordata","Metazoa"
"Idiolophorhynchus","Macrouridae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Idiolychnus","Myctophidae","Myctophiformes","Actinopteri","Chordata","Metazoa"
"Idionycteris","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Idiopsar","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Idiotropiscis","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Idiurus","Anomaluridae","Rodentia","Mammalia","Chordata","Metazoa"
"Iduna","Sylviidae","Passeriformes","Aves","Chordata","Metazoa"
"Ifrita","Cinclosomatidae","Passeriformes","Aves","Chordata","Metazoa"
"Iguana","Iguanidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Iguanodectes","Iguanodectidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Iheringichthys","Pimelodidae","Siluriformes","Actinopteri","Chordata","Metazoa"
