"genus_name","family_name","order_name","class_name","phylum_name","kingdom_name"
"Ihlea","Salpidae","Salpida","Thaliacea","Chordata","Metazoa"
"Ijimaia","Ateleopodidae","Ateleopodiformes","Actinopteri","Chordata","Metazoa"
"Ikakogi","Centrolenidae","Anura","Amphibia","Chordata","Metazoa"
"Iksookimia","Cobitidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Ilicura","Pipridae","Passeriformes","Aves","Chordata","Metazoa"
"Ilisha","Pristigasteridae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Illadopsis","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Iluocoetes","Zoarcidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Ilyodon","Goodeidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Ilyophis","Synaphobranchidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Ilypnus","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Imantodes","Dipsadidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Imparfinis","Heptapteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Incana","Cisticolidae","Passeriformes","Aves","Chordata","Metazoa"
"Incaspiza","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Incilius","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Incisilabeo","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Indicator","Indicatoridae","Piciformes","Aves","Chordata","Metazoa"
"Indirana","Ranixalidae","Anura","Amphibia","Chordata","Metazoa"
"Indonotothenia","Nototheniidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Indopacetus","Ziphiidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Indoreonectes","Nemacheilidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Indostomus","Indostomidae","Synbranchiformes","Actinopteri","Chordata","Metazoa"
"Indosylvirana","Ranidae","Anura","Amphibia","Chordata","Metazoa"
"Indotestudo","Testudinidae","Testudines",,"Chordata","Metazoa"
"Indotyphlops","Typhlopidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Indotyphlus","Indotyphlidae","Gymnophiona","Amphibia","Chordata","Metazoa"
"Indri","Indriidae","Primates","Mammalia","Chordata","Metazoa"
"Inegocia","Platycephalidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Inermia","Haemulidae","Lutjaniformes","Actinopteri","Chordata","Metazoa"
"Inezia","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Ingerana","Dicroglossidae","Anura","Amphibia","Chordata","Metazoa"
"Ingerophrynus","Bufonidae","Anura","Amphibia","Chordata","Metazoa"
"Inia","Iniidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Iniistius","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Inimicus","Synanceiidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Inlecypris","Danionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Inpaichthys","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Insentiraja","Arhynchobatidae","Rajiformes","Chondrichthyes","Chordata","Metazoa"
"Insidiator","Platycephalidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Insperanos","Anostomidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Insuetophrynus","Rhinodermatidae","Anura","Amphibia","Chordata","Metazoa"
"Insulasaurus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Intellagama","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Internatus","Pareatidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Interochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Inyoka","Lamprophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Iodopleura","Cotingidae","Passeriformes","Aves","Chordata","Metazoa"
"Iodotropheus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Iole","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Iomys","Sciuridae","Rodentia","Mammalia","Chordata","Metazoa"
"Iotichthys","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Iphisa","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ipnops","Ipnopidae","Aulopiformes","Actinopteri","Chordata","Metazoa"
"Ipophilus","Picidae","Piciformes","Aves","Chordata","Metazoa"
"Iracundus","Scorpaenidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Irania","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Iranocichla","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Iranodon","Hynobiidae","Caudata","Amphibia","Chordata","Metazoa"
"Iranolacerta","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Irediparra","Jacanidae","Charadriiformes","Aves","Chordata","Metazoa"
"Irena","Irenidae","Passeriformes","Aves","Chordata","Metazoa"
"Irenomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Iriatherina","Melanotaeniidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Iridophanes","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Iridosornis","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Irolita","Arhynchobatidae","Rajiformes","Chondrichthyes","Chordata","Metazoa"
"Isacia","Haemulidae","Lutjaniformes","Actinopteri","Chordata","Metazoa"
"Isbrueckerichthys","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ischikauia","Xenocyprididae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Ischnocnema","Brachycephalidae","Anura","Amphibia","Chordata","Metazoa"
"Isichthys","Mormyridae","Osteoglossiformes","Actinopteri","Chordata","Metazoa"
"Isistius","Dalatiidae","Squaliformes","Chondrichthyes","Chordata","Metazoa"
"Isleria","Thamnophilidae","Passeriformes","Aves","Chordata","Metazoa"
"Iso","Isonidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Isocirrhitus","Cirrhitidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Isogomphodon","Carcharhinidae","Carcharhiniformes","Chondrichthyes","Chordata","Metazoa"
"Isoodon","Peramelidae","Peramelemorphia","Mammalia","Chordata","Metazoa"
"Isopachys","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Isopisthus","Sciaenidae",,"Actinopteri","Chordata","Metazoa"
"Isopsetta","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Isorineloricaria","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Isothrix","Echimyidae","Rodentia","Mammalia","Chordata","Metazoa"
"Ispidina","Alcedinidae","Coraciiformes","Aves","Chordata","Metazoa"
"Isthmoheros","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Isthmohyla","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Isthmomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Isthmura","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"Istiblennius","Blenniidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Istigobius","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Istiompax","Istiophoridae","Istiophoriformes","Actinopteri","Chordata","Metazoa"
"Istiophorus","Istiophoridae","Istiophoriformes","Actinopteri","Chordata","Metazoa"
"Isurus","Alopiidae","Lamniformes","Chondrichthyes","Chordata","Metazoa"
"Itapotihyla","Hylidae","Anura","Amphibia","Chordata","Metazoa"
"Ithaginis","Phasianidae","Galliformes","Aves","Chordata","Metazoa"
"Ithycyphus","Lamprophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Ituglanis","Trichomycteridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Itycirrhitus","Cirrhitidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Ivanacara","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Ivindomyrus","Mormyridae","Osteoglossiformes","Actinopteri","Chordata","Metazoa"
"Ixalotriton","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"Ixinandria","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ixobrychus","Ardeidae","Pelecaniformes","Aves","Chordata","Metazoa"
"Ixonotus","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Ixoreus","Turdidae","Passeriformes","Aves","Chordata","Metazoa"
"Ixos","Pycnonotidae","Passeriformes","Aves","Chordata","Metazoa"
"Ixothraupis","Thraupidae","Passeriformes","Aves","Chordata","Metazoa"
"Jabiru","Ciconiidae","Ciconiiformes","Aves","Chordata","Metazoa"
"Jabouillea","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Jabouilleia","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Jacamaralcyon","Galbulidae","Galbuliformes","Aves","Chordata","Metazoa"
"Jacamerops","Galbulidae","Galbuliformes","Aves","Chordata","Metazoa"
"Jacana","Jacanidae","Charadriiformes","Aves","Chordata","Metazoa"
"Jaculus","Dipodidae","Rodentia","Mammalia","Chordata","Metazoa"
"Janetaescincus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Japalura","Agamidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Japigny","Sternopygidae","Gymnotiformes","Actinopteri","Chordata","Metazoa"
"Japonolaeops","Bothidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Jaydia","Apogonidae","Kurtiformes","Actinopteri","Chordata","Metazoa"
"Jeboehlkia","Serranidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Jenkinsia","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Jenynsia","Anablepidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Jinshaia","Balitoridae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Johnius","Sciaenidae",,"Actinopteri","Chordata","Metazoa"
"Johnrandallia","Chaetodontidae","Chaetodontiformes","Actinopteri","Chordata","Metazoa"
"Jordanella","Cyprinodontidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Jordania","Jordaniidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Joturus","Mugilidae","Mugiliformes","Actinopteri","Chordata","Metazoa"
"Jubula","Strigidae","Strigiformes","Aves","Chordata","Metazoa"
"Julidochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Juliomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Junco","Passerellidae","Passeriformes","Aves","Chordata","Metazoa"
"Jupiaba","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Jurengraulis","Engraulidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Juscelinomys","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Jynx","Picidae","Piciformes","Aves","Chordata","Metazoa"
"Kachuga","Geoemydidae","Testudines",,"Chordata","Metazoa"
"Kadarsanomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Kaestlea","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kaieteurosaurus","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kajikia","Istiophoridae","Istiophoriformes","Actinopteri","Chordata","Metazoa"
"Kakamega","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Kali","Chiasmodontidae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Kalophrynus","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Kaloula","Microhylidae","Anura","Amphibia","Chordata","Metazoa"
"Kalyptatherina","Telmatherinidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Kalyptodoras","Doradidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Kamoharaia","Bothidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Kanakysaurus","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kanekonia","Aploactinidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Kannabateomys","Echimyidae","Rodentia","Mammalia","Chordata","Metazoa"
"Kantaka","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Karalepis","Tripterygiidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Karalla","Leiognathidae","Chaetodontiformes","Actinopteri","Chordata","Metazoa"
"Kareius","Pleuronectidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Karsenia","Plethodontidae","Caudata","Amphibia","Chordata","Metazoa"
"Karusasaurus","Cordylidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kasatkia","Stichaeidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Kassina","Hyperoliidae","Anura","Amphibia","Chordata","Metazoa"
"Kassinula","Hyperoliidae","Anura","Amphibia","Chordata","Metazoa"
"Kataphraktosaurus","Gymnophthalmidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kathetostoma","Uranoscopidae","Uranoscopiformes","Actinopteri","Chordata","Metazoa"
"Kathetys","Nothobranchiidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Katsuwonus","Scombridae","Scombriformes","Actinopteri","Chordata","Metazoa"
"Kaupichthys","Chlopsidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Kaupifalco","Accipitridae","Accipitriformes","Aves","Chordata","Metazoa"
"Kaupus","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Kelloggella","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Kenopia","Timaliidae","Passeriformes","Aves","Chordata","Metazoa"
"Kentrocapros","Aracanidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Kentropyx","Teiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kerivoula","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Kerodon","Caviidae","Rodentia","Mammalia","Chordata","Metazoa"
"Kestratherina","Atherinidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Ketengus","Ariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Ketupa","Strigidae","Strigiformes","Aves","Chordata","Metazoa"
"Kichulchoia","Cobitidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Kieneria","Passerellidae","Passeriformes","Aves","Chordata","Metazoa"
"Kimberleyeleotris","Eleotridae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Kinixys","Testudinidae","Testudines",,"Chordata","Metazoa"
"Kinosternon","Kinosternidae","Testudines",,"Chordata","Metazoa"
"Kinyongia","Chamaeleonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kittacincla","Muscicapidae","Passeriformes","Aves","Chordata","Metazoa"
"Kiunga","Pseudomugilidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Klais","Trochilidae","Apodiformes","Aves","Chordata","Metazoa"
"Kneria","Kneriidae","Gonorynchiformes","Actinopteri","Chordata","Metazoa"
"Knipolegus","Tyrannidae","Passeriformes","Aves","Chordata","Metazoa"
"Knipowitschia","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Knodus","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Kobus","Bovidae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Kochichthys","Pinguipedidae","Uranoscopiformes","Actinopteri","Chordata","Metazoa"
"Kogia","Physeteridae","Artiodactyla","Mammalia","Chordata","Metazoa"
"Kolekanos","Gekkonidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kolpophis","Hydrophiidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Kolpotocheirodon","Characidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Komodomys","Muridae","Rodentia","Mammalia","Chordata","Metazoa"
"Konia","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Konosirus","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
"Kopua","Gobiesocidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Koreocobitis","Cobitidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Kosswigichthys","Aphaniidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Kosswigobarbus","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Kottelatia","Danionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Kottelatlimia","Cobitidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Koumansetta","Gobiidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Kowalevskia","Kowalevskiidae","Copelata","Appendicularia","Chordata","Metazoa"
"Kozlowia","Fringillidae","Passeriformes","Aves","Chordata","Metazoa"
"Kraemeria","Kraemeriidae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Krefftichthys","Myctophidae","Myctophiformes","Actinopteri","Chordata","Metazoa"
"Kribia","Eleotridae","Gobiiformes","Actinopteri","Chordata","Metazoa"
"Krobia","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Kronichthys","Loricariidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Kronoheros","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Krusensterniella","Zoarcidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Kryptoglanis","Kryptoglanidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Kryptolebias","Rivulidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Kryptopterus","Siluridae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Kuhlia","Kuhliidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Kuiterichthys","Antennariidae","Lophiiformes","Actinopteri","Chordata","Metazoa"
"Kumba","Macrouridae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Kumococius","Platycephalidae","Perciformes","Actinopteri","Chordata","Metazoa"
"Kunsia","Cricetidae","Rodentia","Mammalia","Chordata","Metazoa"
"Kupeornis","Leiothrichidae","Passeriformes","Aves","Chordata","Metazoa"
"Kurixalus","Rhacophoridae","Anura","Amphibia","Chordata","Metazoa"
"Kurochkinegramma","Nectariniidae","Passeriformes","Aves","Chordata","Metazoa"
"Kurtus","Kurtidae","Kurtiformes","Actinopteri","Chordata","Metazoa"
"Kyonemichthys","Syngnathidae","Syngnathiformes","Actinopteri","Chordata","Metazoa"
"Kyphosus","Kyphosidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Labeo","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Labeobarbus","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Labeotropheus","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Labichthys","Nemichthyidae","Anguilliformes","Actinopteri","Chordata","Metazoa"
"Labidesthes","Atherinopsidae","Atheriniformes","Actinopteri","Chordata","Metazoa"
"Labidochromis","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Labiobarbus","Cyprinidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Labracinus","Pseudochromidae",,"Actinopteri","Chordata","Metazoa"
"Labracoglossa","Kyphosidae","Centrarchiformes","Actinopteri","Chordata","Metazoa"
"Labrichthys","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Labrisomus","Labrisomidae","Blenniiformes","Actinopteri","Chordata","Metazoa"
"Labroides","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Labropsis","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Labrus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Lacantunia","Lacantuniidae","Siluriformes","Actinopteri","Chordata","Metazoa"
"Lacedo","Alcedinidae","Coraciiformes","Aves","Chordata","Metazoa"
"Lacerta","Lacertidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Lacertaspis","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Lacertoides","Scincidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Lachesis","Viperidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Lachneratus","Apogonidae","Kurtiformes","Actinopteri","Chordata","Metazoa"
"Lachnolaimus","Labridae","Labriformes","Actinopteri","Chordata","Metazoa"
"Laciris","Procatopodidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Lactarius","Lactariidae",,"Actinopteri","Chordata","Metazoa"
"Lactophrys","Ostraciidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Lactoria","Ostraciidae","Tetraodontiformes","Actinopteri","Chordata","Metazoa"
"Lacustricola","Procatopodidae","Cyprinodontiformes","Actinopteri","Chordata","Metazoa"
"Ladigesia","Alestidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Ladigesocypris","Leuciscidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Ladislavia","Gobionidae","Cypriniformes","Actinopteri","Chordata","Metazoa"
"Laemanctus","Iguanidae","Squamata","Lepidosauria","Chordata","Metazoa"
"Laemolyta","Anostomidae","Characiformes","Actinopteri","Chordata","Metazoa"
"Laemonema","Moridae","Gadiformes","Actinopteri","Chordata","Metazoa"
"Laeops","Bothidae","Pleuronectiformes","Actinopteri","Chordata","Metazoa"
"Laephotis","Vespertilionidae","Chiroptera","Mammalia","Chordata","Metazoa"
"Laetacara","Cichlidae","Cichliformes","Actinopteri","Chordata","Metazoa"
"Laeviscutella","Clupeidae","Clupeiformes","Actinopteri","Chordata","Metazoa"
